sentence,sentiment
ac ơi,negative
samam s23,negative
có mơ khóa face id như iphone không ạ,negative
nhìn con s23 plus_mê thật_sự lại còn cái màu hồng đó s chịu nổi đây,negative
vẫn không bằng opo_reno8t về mặt quay_phim chụp hình,negative
thế loại nào tốt hơn,positive
s23 viền dày hơn s2 quá nhiều,negative
cty tôi đang sản_xuất máy này nec,negative
năm nay khả_năng con s23 doanh_số bán ra sẽ cao hơn 2 con còn lại,negative
slightly smiling face,negative
bên mai nguyên_trừ thẳng tiền_mặt 6 tr các bạn ạ,positive
giá như samsung làm khung viền thép thì quá đỉh lun,positive
nói gì nói cho_dù khung viền thép nặg nhưg nó bền và đẹp hơn không hiểu sao không có 1 hãg androi nào làm khug viền thép nhỉ,positive
chẳg lẻ là aple nó độc_quyền sao ta,positive
s23 / s23 năm nay nhìn đẹp tinh_tế ghê,negative
giờ này mà ông này còn dùng video 720 nhìn chán,negative
không_chỉ là bản phóng to mà_còn là bản phóng_to xấu_xí,positive
pin 4 k7 để xem nuốt được 5 h không v,negative
s23 thường vẫn sạc 25 w cay thiệt_grining face,negative
hb,positive
tại_sao samsung không nâng_cấp s23 untra lên màn_hình 2 k đi nhỉ để cái màn_hình ful hướng_dẫn chắn hẳn thà mua con s23 thường cũng được,negative
iphone 14 14 14 pro max,negative
samsung s23 s23 s23 ultra không_thể phủ_nhận là bọn mỹ vẫn đi đầu,positive
không bắt_chước không được đâu,positive
ghét nhất cái khay sim thiết_kế ngáo thật_sự lúc ta mới mua con s2 mở ra lắp_sim chọc ngay lỗ míc đã vậy còn ấn khá mạnh,negative
may vẫn nghe thu âm_bt nhưng không biết còn chống nc không rén không dám test như đợt mới mua con s8,positive
thích bản s23_plus này,positive
s23 quá đẹp,negative
vua mua s2 plus 2 tháng,negative
tiếc ghê,negative
s23 plus nhìn rất đẹp,negative
cho mình hỏi cục sạc nhanh hãng khác cho sạc nhanh cho điện_thoại khác không vậy,positive
mi 1 còn lỗi không ạ,negative
e đang là hs c3 nên mua neo 2 t hay cố tí neo 2 e dùng cho hết c3 nhu_cầu e là chs max seting_lq giải_trí fb mes bth pin đủ dùng 1 ngày,positive
anh dương dê ơi cho e hỏi hiện_tại có nên mua iphone liền không hay nên đợi 1 2 tháng nữa để giá ổn_định ạ,positive
kiểu camera như này với kiểu cũ thì kiểu nào toàn bền_bỉ hơn nhỉ,positive
cái độ ma_sát kiểu củ ít bị ma_sát hơn rồi chắc,negative
ơi cho e_hỏi là máy mới nào dưới 10 triệu chụp ảnh đẹp nhất ạ e cảm_ơn,positive
s21 với 21 vẫn có khác nhé s21 thiết_kế mặt lưng nhựa s21 thiết_kế mặt lưng kính về xem xet rồi đánh_giá nha_dương dê ông làm riview mà tyi để_ý ông toàn làm sai chi_tiết nhỏ nhỏ 0 nhé nói chi là khác 1 2 điểm lun cả s20 và s20 cũng khác 1 điểm nhé 20 thêm cam_tof tăng khả_năng chụp đêm nhé còn,negative
nếu mà s23 có bản 256 g mà giá còn thấp hơn bản plus 1 it thì chỉ nó chỉ khác cái tốc_độ độc_bộ nhớ 3,positive
1 và 4,positive
0 vì 3,negative
0 trên 85 và 860 cũng khá nhanh rồi nói chi là 3,negative
0 thì chỉ là sự khởi_đầu tóc độ cao mới dành cho tương_lai chứ đời 3,positive
1 nó cũng khá là nhanh rồi mà cả 3,positive
2 tren s21 và s2_seri thì quá thoải máy xài rồi nếu xài hỗn_hợp còn mà edit video rendet này kia thì 4,negative
0 vẫn thoải máy hơn tùy theo nhu_cầu dùng của mỗi người nữa nhé,positive
chào chú cháu tính mua iphone mà,positive
tầm 13 triệu thì nên mua iphone 1 mới hay_là mua 1 pro max cũ ạ cháu chơi game quay video sử_dụng thêm 3 4 năm nữa mong chú tư_vấn,positive
lâu không để_ý tới samsung bh họ làm thiết_bị đỉnh thật,positive
anh dương làm vè iphone 1 pro thời_điểm hiện_tại đi,positive
anh tư_vấn giúp em,positive
và không bị lỗi_vặt như chậm thông_báo hay nóng máy,positive
giá bao_nhiêu cũng được ạ,positive
đợi phiên_bản hàn nếu 17 18 tr thì cuối năm dứt luôn,positive
gia bảo_nhiêu do,negative
xem sớm beaming face with smiling eyes,positive
nên mua intel hay iphon vậy ah,positive
nhìn không khác gì với s2,positive
tại_sao camera trước 15 pro chụp nó mét và quá tệ vậy mọi người,positive
hay mua 14 cho rẻ thì thôi không mua mình chỉ xét dòng plus và thương thôi còn theo mình anh_em nên mua nhất là 15 thường siêu_rẻ 18 tr có dynamic island hoặc 14 pro,negative
em cũng mới mua ip14prm được 1 tuần mà chưa biết có nên dán pf không,positive
sài 2 sim có 1 sim 4 g,negative
mình lấy sim 4 g làm esim hay sim vật_lý làm esim ạ,positive
z thì qd mua 15 plus mà đọi gia_no xg chút nua,positive
em tính mua mới mà sợ của hàng bán hàng lướt cho,positive
kiểm_tra làm_sao để biết hàng chính hãng mới 10 vậy,negative
mà máy nhìn vẫn mới imei seri trên hộp và máy vẫn giống,positive
vậy thế_là có phải máy qua sử_dụng rồi không ạ crying face,negative
b làm clip hướng_dẫn test iphone 14 cũ đi,negative
ban_đầu cũng định mua 15 thường xong rồi lại quất luôn 14 pro ngon choét,positive
b duy_luân ra video đang dùng pro max mà xuống pro sẽ như nào đi b muốn đổi sang dòng pro cho gọn mà sợ đang dùng to quen,negative
mình đang xài iphone 13 thì nên đổi 14 pro max hay 15 nhể v,negative
tới giờ vẫn chưa hiểu sao dùng 15 plus trong khi 15 promax cam_xịn hơn đã cải_thiện được cảm_giác cầm nắm và nhẹ hơn pin vẫn trâu đặc_biệt màn_hình ngon hơn plus nhiều,negative
với người làm vid như cổng c nó chuyển dữ_liệu cx nhanh hơn cam_đẹp hơn,positive
e đang nghĩ chọn con plus do không muốn phô_trương hoặc do thích thế,positive
có ai đang xem bằng iphone 1 không,positive
14 plus khác gì 14 và hơn thua gì 12 pro max thinking facethinking facethinking face,negative
13 pro max vẫn thấy ngon chưa cần update,negative
mua 15 thôi không thì mua hắn 14 pro max chứ 14 thường thấy không khác_biệt mấy với 13,negative
đang kết_iphone 15 plus,positive
hiện em đang dùng 15 plus,negative
em thấy 15 plus_màn không đẹp rực_rỡ như con 14 prm,positive
mong anh giải_đáp,positive
em cho hỏi có phần_mềm nào covert video làm blog mà covert trục tiếp từ ổ cứng không vì anh dang xài con ipad air 5 m1 dung_lượng có 64 gb thôi nên không airdrop qua con aipad được thanks em,negative
vừa múc con 14 prm 256 gb xong lun giá chênh_lệch với 15 prm 256 gb hình_như có 5 tr th,positive
nhưng_mà vì không thích thiết_kế của 15 prm với phần ống_kính zom 5 x chân_dung nó khó_chịu quá nên múc luôn 14 prm vẫn cứ là quá oknói chung năm nay không đột_phá gì mấy nên chắc đợi 16 hoặc 17 ra rồi lên đời s cũng ch muộn,positive
chờ 16 pro max với ios 18,negative
16 và 18 là 2 con_số đẹp,negative
mong sao máy tốt và hdh ngon squinting face with tongue,positive
mấy con này sài mệt lắm đi làm mệtface with tears of joy,negative
giữa 15 512 g với 15 plus 258 g thì nên mua cái nào mọi người nhỉ,positive
năm sau sẽ mua,negative
anh cho em hỏi chút là củ sạc apdapter 30 w sạc cho mac air m1 có dùng được để sạc cả ipad gen 5 và iphone 14 prm không ạ chứ mỗi lần đi làm em phải cầm tới 3 bộ sạc khác nhau,positive
chú luân_rì viu xiaomi 14 đi ạ cháu chưa thấy chú rì viu máy này,positive
giàu quá,positive
iphone đắt quá không mua được,positive
nếu 14 so với 15 thì chắc_chắn là 15 đáng tiền hơn rồi vì đắt hơn 3 tr nhưng nâng_cấp quá nhiều luôn,negative
nếu nói khó chọn nhất thì sẽ là giữa 15 với 14 pro,negative
anh duy_luân cho em hỏi em có nên mua macbok air m1 16 gb ram để học cnt đại_học không ạ,positive
iphone 14 plus và 15 plus đối_với mình vẫn là chân_ái,negative
haz mình vẫn dùng 13 pm vì quá ngon và pin trâu_bò smiling face with smiling eyes,negative
mình cũng đang xài 15 plus rất ngon và không hối_hận,positive
nhiều người hỏi sao không mua 14 pro max cùng tầm giá có 120 hz nhưng mình thấy màn 60 hz của 15 plus vẫn rất mượt và tốt_chả có vấn_đề gì,positive
vẫn muốn trải_nghiệm thử màn 120 hz của 14 promax mà rén 1 ngày đẹp trời nó xanh màn gt,positive
lt,negative
mua 14 promax giờ là ngon nhất,positive
tóm gọn là cũng như mọi năm phụ_thuộc tầm tiền cố được thì lên dòng 15 trải_nghiệm những cái mới không cố được thì dùng 14,negative
chuyển sang sợ bị dật lag,negative
riêng phần đó thôi,negative
còn lại thấy 15 plus rất tốt 3 camera thì chủ_yếu để khoe chứ cũng không dùng cam_tele mấy,negative
14 prm thì nặng quá dùng bị khó_chịu,positive
15 thường vừa tay và đủ dùng nghe nhạc lướt_web,positive
nên mình thấy tốt rồi,positive
các dòng cấp cao thì nặng thật,positive
cái 13 pro max xài được 2 năm hôm trước mới bị xanh màn rồi các bác ạ,negative
mong là 14 pm với 15 pm không còn bị nữa chứ xài tầm 2 năm tưởng không dính ai_ngờ cũng bị crying face,negative
tốt bốc mùi tiền face with tears of_joyface with tears of joy,positive
mua ngay iphone 15 series sẵn hàng ngay củ cáp iphone 15 ưu_đãi khủng,positive
thích mấy cái túi đeo của ae relab hay dùng mà không biết shop nào bán cho em xin link anh ơi grining squinting face,negative
cho mình hỏi iphone màu đen có để bị tróc sơn không,positive
mới đập hộp con ip14prm hôm_nay và hơi hối_hận dù đẹp nhưng nặng lắm huhu mấy anh còn than tay tui chịu gì nổinghe nói 15 prm cầm nhẹ thích hơn thôi ai thích nhẹ_nhàng nên mua 15 đi chứ 14 prm đau tay lắm luôn,negative
thật luôn là ông quay xong không sợ bị sếp chửi à nhân_viên bv ngồi chình ình thế kia cũng quay lên được á,negative
bạn nói rất đúng,negative
vì deo tốt_lượng về đánh_giá 1 sản_phẩm,negative
mình đã nhận được iphone 15 pro max hôm_qua,positive
vui quá_chừng,positive
tại_sao kg xếp vì plus chiếm tỉ_trọng khg lớn và dự_đoán ds vẫn là kém nhát ở vn,positive
15 plus và 14 pro max mua con nào tốt hơn phân_vân,positive
có_thể nói tui là đứa quê_mùa,positive
nhưng bảo năm nay người mua xếp_hàng để mua iphone 15,negative
thì có_lẽ hơi phóng to,negative
trong khi nó chẳng có gì để phải làm như_thế,negative
có chăng chỉ thêm cái vỏ nữa titan nữa nhôm,negative
người mà bạn nói đến chọn bản màu xanh ở cửa_hàng này là mình luôn khá chắc là 13 thái_hà vì mình nhận ra bạn nhân_viên luôn cũng như mặt_tiền cửa_hàng và mình cũng là người đầu_tiên mua con plus ở shop này,positive
lúc mình đến còn không có máy sẵn ở shop mà bạn nhân_viên phải đi lấy ở chỗ khác,positive
chủ_yếu bán pro và pro max thôi,positive
nay có cả vinh_xô và vật_vờ studio cũng mua máy ở shop này,negative
bản_thân đang dùng 14 plus và cũng có ý_định lên 15 plus nhưng sẽ chờ bài test về hiệu_năng và pin,negative
1 lu ngu,negative
không phải người ta không biết mà là xếp_hàng đông vui,positive
chả quan_tâm mấyface with tears of joy,negative
aple năm nào chả thế_giới_hạn số_lượng máy để tranh nhau mua xong sau đó mới xả hàng ra,negative
cầm dùng thử rồi cũng bình_thường,positive
có_thể bạn đã biết trong mảng điện_tử mỗi_một quốc_gia nhà_sản_xuất đều có một tiêu_chuẩn riêng mình làm linh_kiện cho điện_thoại iphone xiaomi opo huawei nếu xuất đi ấn_độ nó toàn đẩy hàng đểu_biểu_đồ tính_năng thấp lẹt_tẹt vẫn đẩy ầm_ầm thị_trường việt_nam số_phận tương_tự face with tears of joy,positive
đặt aple store nhanh hơn có sớm sao không đặt sao phải cứ cel face with tears of joy,positive
cháy thế nhỉthinking facethinking facethinking face,negative
iphone 13 15,negative
cho mình hỏi 13 và 15 cái nào mau hết pin,positive
s2 utra giờ giá 13 tr có đáng mua không ạ em thấy bảo pin máy hơi yếu ạ,negative
cổng sạc type c mau hư hơn,negative
iphone 13 thường có hay bị lỗi_màn không ạ,negative
6 tr thi mua thêm con máy adroi tốt hơngrining face,positive
nếu cùng tầm_giá thì iphone 13 hàng mới với 13 pro / pro max chíp a15 hàng cũ iphone 15 hàng mới với 14 pro / pro max chíp a16 hàng cũ theo quan_điểm cá_nhân e thì bỏ_qua 2 con máy iphon 13 với 15 luôn,positive
chốt 14 pro hoặc 14 promax chứ tội_gì mua iphone 15,negative
hoặc xuống 13 pro / pro max luôn và không mua iphone 13,negative
chấp_nhận mua hàng cũ và chấp_nhận rủi_ro nhưng đổi lại trải_nghiệm sướng hơn nhiều,negative
chỉ có đa_số người mù công_nghệ mới mua iphone 13 và 15,positive
e cũng đang định chuyển sang iphone cảm_ơn sự phân_tích của kênh ạ,negative
máy nào camera trước ngon nhất để live stream vậy anh dương,positive
hay quá mình đang sài con 13,negative
mua 15 lỡ dỡ,negative
dynamite ilan chiếm diện_tích nhiều hơn mà nói_ích hơnface without mouth,positive
mới mua iphone 15 ngay hôm_qua sài rất sướng,negative
ai nói 15 không bằng 13 là nói điêu vì không có tiền mua,negative
mới lụm em iphone 15 xài êm hẳn,positive
type c xu_hướng tiện_dụng mọi nơi với dynamic rất sang,negative
cầm bo tay thích lắm,positive
dương cho e_hỏi e_tính mua ip15 new ở celphones tốt không lần đầu e mua nên hơi lo,negative
đang dùng 13 mini có lên lên không grining face with sweat khác méo mấy gì 13 thường đâu ae nhỉ roling on the flor laughing kén đúng màn bé hơn với pin yếu hơn thôi face with tears of joy,negative
bên clickbay 13 thường14tr590 lận s bên anh có 13 tr890 vậy,negative
máy samsung s2 ultra amp iphone 13 promax con nào ngon hơn vậy anh,negative
mình chuẩn_bị lên đợi điện_thoại nhưng phân_vân giữ iphone 14 max với 15 max,negative
tào_laomua mẹ iphone 14 pro,positive
em tính mua con 13 pro cũ thì_giờ tỉ_lệ lỗi màn có cao không ạnếu không ổn thì nên mua con nào với giá như_thế ạ,negative
chê iphone hoài mình dùng ipx vẫn ngon_ơface with tears of joy,positive
trước en mua 1 chiếc redmi note 1 t pro 5 g cửa_hàng cài_rom của poco x4 gt,negative
anh ơi hiện_tại shope đang có zte libero iv có nên mua không ạ,positive
tư_vấn ipad giá rẻ 2024 đi ạ,positive
iphone 13 xứng_đáng với từng đồng bỏ rasmiling face with halo,negative
anh dương ơi_tóc bạc nhiều quá face with tears of joy,negative
ấn vào link xem toàn giá cao hơn mà,negative
13 lên 15 là rất đáng anh,positive
tình_hình của em như này em,positive
dạo này em mới để_ý đến hãng xiaomi nhiều hơn lên mới biết có hàng xách tay cùng tầm_giá rất ngon mà_còn đời cao hơn cả chip và các thứ khác,positive
anh cho em lời khuyên có lên trả lại máy bên tgd để đi mua hàng xách tay với giá tốt hơn máy ngon hơn khồn anh,positive
giờ mà trả lại là mất 20 giá_trị máy khoảng 1 tr,positive
cuối_cùng thì cũng thấy được cmt của e và cũng đã phân_tích rõ_ràng hơn,negative
và 1 video cần cho khá nhiều aequả thật là đang dùng điện_thoại cùi bắp và giờ lên iphone thì giữa 13 với 15 cũng khó mà chọn được,negative
iphone 13 hình là antutu ver9 thì so làm gì,negative
rất hay mình đang xài con tầm 4 tr thôi giờ lên iphone tôi đã phân_vân lưa chọn mấy ngày trời cuối_cùng chọn 15 tất_nhiên trong khoảng tiền mình dành_dụm được nha ae giờ xem được bài phân_tích của bạn dương_dê mình thấy rất hợp với mình chúc kênh ngày_càng phát_triển nhe,negative
tương_de mà không phải là dê crying facegrining face with sweatgrining face with sweatgrining face with sweatparty popered heartred heartred heartred heart,negative
từ fold4 bù 7 tr5 lên 15 plus smiling face with smiling eyestiếc thật nhưng_mà trãi_nghiệm tốt thoải_mái nhẹ dể cầm nắm pin trâu_bò,positive
► mua ngay iphone 14 plus ngay s23 ultra,positive
14 plus ngoài pin trâu hơn một_chút thì không hơn_gi cảcrying face,negative
thời nào rồi còn 60 hz,negative
dùng 120 hz rồi cầm cái 60 hz đúng như đt đơ,negative
so s23 ultra với 14 pm chứ ai so với 14 plus quá thọt,negative
phải chờ liên_minh châu_âu để aple bỏ face id face with open mouth,positive
mình sai_lầm khi mua iphone 14 prm trc mình sài androi thấy dễ hơn là sài ios không biết ae sài iphone như nào chứ tui sài cảm_giác tải tin về bộ_nhớ hay bị dứng máy còn samsung tui sài không thề bị dứng máy hay giật và cảm_giác xem phim nghe nhạc thì samsung máy sẽ mát hơn iphone,negative
tôi kết iphone 14 plus hơn đang dùng iphone 12 promax tính có yen banknote sẽ lên iphone 14 plus thay_vì iphone 13 promax grining face with sweat,negative
so giá thì chết,positive
kèo này iphone 14 kèo dưới rồi,negative
khoản chụp hình phế_đíu chịu được zom thì tật chụp xong còn tự chỉnh_ảnh nữa,positive
cayvaidai,negative
giá này so với kinh_tế thời_điểm hiện_tại thì vẫn còn cao_hãng muốn bán nhiều sản_phẩm thì phải mất tiền quảng_cáo và phải hạ giá,negative
năm sau s23 ultra giảm_giá thì mua tốt thumbs up,negative
ai từng mua đt trên celphones r v có uy_tín không cho mình xin đánh_giá với,negative
lý_do chọn ip14 vì đã có 23 u rồi,negative
trước dùng con note20untra nếu không dùng ốp thì tay rất dễ chạm vào màn_hình khi cầm nhưng quả màn_hình ful_viền nhìn đẳng_cấp hơn iphone thật do không chơi game nên ta vẫn chọn samsung,negative
14 plus tuổi gì với s23u,positive
s,positive
so_sánh xàm xàm s23u nó so với 14 prm h so plus ai thích iphone_r thì khỏi cần so củng mua iphone thôi,negative
không chọn máy nào vì không có tiền mua,positive
tận 26 tr lận kia,negative
kênh bị flop r,negative
chịu celphones đến mua iphone cũ dưới dạng đã kích_hoạt_toàn máy trầy sước_cấn móp đủ các kiểu có con còn bị lỗi camera đơ màn_cơ nếu mua chắc chỉ mua máy mới,negative
nghèo thì mua 14 plus dùng lâu_dài mà giàu thì đã mua 14 prm rồi haha,negative
samsung tụt giá nhanh thế face with tears of_joyface with tears of_joyface with tears of joy,negative
đang dùng 14 và rất hài_lòng hehe,positive
iphone 8 lạng_s 5 cân,positive
nói tới 60 hz trên 14 và 120 hz trên s23utra thì phải nói 1 trời 1 vựt,negative
hơi bị ít view,negative
s23 ultra vẫn hơn nhiều tôi còn thấy hơi dìm samsung nha,negative
chưa tìm ra lý_do để mua ip14,positive
khung nhôm chắc dễ bị tróc sơn lắm nhỉ,negative
mình đang sài iphone 14 thường chưa thấy tróc sơn,negative
pin nó dùng tốt không anh,negative
quay_phim phải ra những môi_trường ánh_sáng không ổn_định mới đánh_giá dcòn ánh_sáng phòng đủ sáng thì khó để phân_bierjt lắm,positive
xin hỏi bạn về nghe nhạc loa ngoài s23 như nào không thấy bạn để cập đến,positive
chụp ảnh màu iphone không đẹp ám_vàng thích màu s hơn,positive
con này có cái hơi dở là sạc chậm thôi kể sạc nhanh_tí nữa thì hoàn_hảo onscren được 6 tiếng là đủ dùng đến chiều_tối rồi,positive
thích màn_hình cong cho đặc_biệt nhưng gọn 6,positive
hiện_tại giá s23 tại tgdđ có đáng mua,positive
14 và 14 plus có 120 hz thì đếu mua 14 pro nữa,negative
em mua s23 dùng được khoảng 3 ngày,negative
omg dùng nó mượt nó sướng thật không biết có phải mới chuyển từ tầm trung lên flagship hay không,positive
mình không thích androi ở chỗ,positive
mở các file máy_tính cần phải tải ap,positive
quay video thiếu sáng samsung sẽ tự hạ fps xuống để thu sáng tốt hơn đó,positive
quang_trọng là kéo_dài được bao_lâu hay xài 1 năm cái vở mộng_pin như tuột quần,negative
em đang phân_vân giữa iphone 13 và s23,positive
mn cho e hỏi nó có bị crash khi dùng ap nữa không ạ,negative
anh ơi viền của s23 s23ultra có_dễ bị tróc sơn không ạ,negative
s10 vẫn đang dùng ngon lànhgrining face with sweat đợi 2 năm nữa mua s23 cũng okcrying face,negative
đang sử_dụng s2ultracó nên lên s23 hay s23plus kdo s2 ultra to qá cầm mỏi tay,positive
mình đang dùng con note 10 thường cũng nhỏ gọn,positive
thấy kênh review hay vậy chắc phải lên đời thôi tại mình rất thích điện_thoại nhỏ gọn dễ cầm nắm,positive
em đang dùng s2 8 gb / 256 gb đáp_ứng khá tốt nhu_cầu của em,negative
chừng nào dưới 14 tr mua,negative
ghét nhất là màn_hình 6,negative
6 inch trở xuống pin dưới 5 k khung viền bằng nhựa,positive
loại_bỏ yếu_tố này thì oke nhất,negative
luân ơi dùng máy gì để quay_phim vậy ạ nhìn màu ảnh thích thật,positive
hy_vọng s24 s24 sẽ có cảm_biến 108 mp zom_quang 10 x và ẩn luôn cam trước,negative
ngon hơn mấy thì nó cũng không_thể bán được bằng iphone vì hàn không bao_h vượt qua mẽo đc,negative
truyền_thông nó làm tốt đến mức chả có điểm gì để chê kể_cả về giá mới ra_mắt thì không phải nghĩ lúc_nào cũng méo có hàng mà mua,positive
hồi giờ em chưa thấy con samsung nào chạy bằng iphone smiling face with heart eyes nghe anh khen con này quá,positive
quyết mua 1 con xem sao,negative
anh review gì điện_thoại samsung m3 đi anh,negative
nhỏ gọn dễ bỏ_túi,negative
năm nào cũng thấy mấy rì_viu bao dòng này ngon hơn iphone nhưng_mà rốt_cuộc phần_cứng mạnh đến đâu vẫn thua_iphone về phần_mềm hết,negative
video này quay bằng zv1 phải không anh,negative
s giở chỉ thik mỗi dòng gập flip,negative
pin mà lên được 4 k5 5 k thì best,positive
vậy sao này dừng xài iphone nữa nha bé bé tào_lao quảng_cáo xàm quá,negative
bác không dùng 14 plus xanh nữa ạ,positive
đang dùng s2,negative
chả lên,positive
thấy hay hơn flip củ s,positive
iphone chụp thực_hot beveragegrining face wow,negative
vâng thì ngon hơn năm nào s ra_mắt điện_thoại mấy bạn này sẽ được hưởng chút đặc_quyền,positive
muôn đời bu liem android của g thì nó lỗi_thế thôi,negative
xưa làm cái tizen os xong cũng như c phải bỏ chạy khỏi dự_án rồi,positive
nói thêm về con chip 8 gen 2 for galaxy thực_tốt là con 8 gen 2 bị ép hiệu_năng,positive
samsung galaxy s23 có chụp được file_raw ở chế_độ 20 megapixel không bác,positive
s23 đẹp cân_bằng cân_đối,positive
mình thấy con s23 ultra rất xấu,positive
mình ghét cái cảm_biến vân tay vẫn thích face id của iphone,negative
samsung chụp ảnh can trước không dùng bất_cyws hiêu_ứng gì cho ảnh cân_đối và đỡ tởm hơn cam trước iphone,negative
nói_chung ghét android vì rất nhiều thông_báo lằng_nhằng nó cứ hiện ra dù đã đặt tắt,positive
hơn chục năm dùng android mua z fold 3 s10 s2 ultra rồi đành chia_tay tất_cả dùng iphone,negative
dù nhiều thứ iphone cũng như hạch,positive
giá vẫn khá mắc,positive
cảm_ơn dl,negative
mình vừa mua con s23 với mức giá 18 tr có care 15 tháng,negative
mình ấn_tượng với thời_lượng pin onscren trên 9 h là chuyện dễ_dàng,negative
năm nay không đủ khả_năng lên ultra nên thôi tạm dừng ở plus,positive
tuy_nhiên vẫn hài_lòng smiling face with hearts,negative
cùng đời thì không có con s nào còn sử_dụng tốt hơn con iphone trong 5 năm nữa,negative
cảm_ơn những chia_sẻ cảm_nhận của duy_luân,negative
cũng ngóng em này để hốt,negative
chờ xíu con nhiệt_độ rồi giá_cả bình_ổn_xíu để hốt,positive
2 năm nữa sẽ xem_lại video này khi giá còn tầm 7 tr,positive
grining squinting facegrining squinting facegrining squinting face lúc ấy sẽ so với iphone 13 mini,negative
mình đang xài s21_định lên s23,negative
lăng tăng vấn_đề pin_ad hoặc anh_chị so_sánh pin s23 với s21 với pin 21 hẻo quá loudly crying face,negative
anh có_thể review về tốt_lượng ghi_âm và loa không ạ,positive
perfect smiling face with heart eyesmiling face with heart eyes,negative
cái màn giá thì tuọt nhanh mua iphone vẫn đỉnh hơn,negative
anh ơi em có câu hỏi mong_muốn anh trả_lời cho thắc_mắc của em bao_lâu_nay là anh làm về data là làm về những gì và trước_đây anh từng học ở trường đại_học nào,positive
chúc anh 1 ngày mới nhiều sức khỏe,negative
anh ơi trên tiktok có nhiều kênh ma lấy vid anh review đồng_hồ kieslect kr pro để lừa_đảo á anh,negative
mặt lưng quá xấu y_như mấy con đt phổ_thông rẻ_tiền,negative
s23 pin vẫn yếu_nha confirm cho anh_em nào kỳ_vọng hơn s2 mình cũng đã đổi trả 3 ngày sau khi mua,negative
s hân hạnh_trợ tiền,negative
mới mua s2 thì ra s23 smiling face with tear,positive
bữa cũng định lấy s23 mà thấy s23 và s23 hơn nhau có 1 tr thôi lấy luôn s23,positive
những thao_tác vuốt_chạm hàng ngày có thật_sự mượt không anh ngày_xưa em xài note 10 mà bong_bóng chat mesenger bung ra làm lag đơ máy vài giây mà sợ tới giờ chưa dám xài lại flagship của sam,positive
kiểu người chỉ quan_tâm độ mượt_mà trong thao_tác hàng ngày mà gặp đơ lag thì rất khó_chịu ạ,negative
ơi 15 tr thì mua máy_ảnh nào tốt nhất ạ cả máy cũ lẫn máy mới,negative
so với mi13 được không,negative
tính mua xài chung với 13 mini,negative
không biết s23 thì sao ，,negative
mình chờ mãi video này của duy_luân cuối_cùng thì nó cũng tới thumbs uptrước giờ mình chỉ dùng điện_thoại android giá rẻ cho tiết_kiệm nên trước khi mua dòng điện_thoại đắt tiền cũng muốn tìm_hiểu cho nó kỹ,negative
cảm_ơn bạn duy_luân nhờ xem video này mà mình đã chọn được 1 chiếc điện_thoại phù_hợp cho bản_thân samsung galaxy s23 smiling face with smiling eyes,negative
em thấy kênh nào cũng nói viền đều,positive
nhưng thực_tế trải_nghiệm thì viền dưới vẫn dày hơn các viền còn lại một_chút xíu,negative
tuy dày hơn không nhiều nhưng vẫn có_thể nhận ra,negative
anh confirm giúp em xem hay_là mắt em có vấn_đề d,positive
chia_sẻ của 1 ifan thì nghe có uy_tín hơn hẳn beaming face with smiling eyes cảm_ơn anh_trai,negative
cho e hỏi s23 zom tối_đa bao_nhiêu x khi quay và khi chụp ạ,positive
lai_an tien cua sámung roi,positive
em dùng sạc 67 w của red magic 7 để sạc cho s23 ultra thì có bị ảnh_hưởng pin không ạ,negative
bạn thấy chiếc này có nhỏ gọn hơn chiếc note 10 không mình chưa có cơ_hội được cầm máy,positive
không biết ngon hơn 14 không chứ giữa 13 và s23 là mình chọn 13 rồi,negative
s23 là mẫu đẹp nhất trong series s23 năm nay,positive
chưa biết khi nào samsung mới fix lỗi màn_hình bị đen khi quay 4 k,positive
ngoài lỗi này s 23 còn có nhứng lỗi nào khác không duy_luân version s lasted có khắc_phục lỗi trên thì duy_luân làm thêm 1 đoạn ngắn video thông_báo cho mọi người biết nhé,positive
thấy mới thì khen,negative
nếu s với con s9 thì con nào cầm nắm hay thiết_kế đẹp hơn,positive
ko nói màn_hình,positive
nhìn tổng_thể thì cuối_cùng s cũng nhìn ra được điểm thiếu_sót của hãng để mang đến sự cân_bằng hơn và hài_hòa hơn cho sản_phẩm cao_cấp của mình cũng như người dùng,negative
bởi kh khi tiếp_cận sản_phẩm sẽ không phải cân_nhắc để đánh_đổi cái này hay cái kia điểm yếu nhất vẫn là pin hiệu_năng chip_exyno với những yếu_tố nổi_bật khác,negative
thay_đổi này sẽ là bước_tiến mới cho sự thành_công của s sau_này,negative
đợi nó giảm_giá mình sẽ mua thêm một chiếc s23u để dùng / với iphone 14,positive
máy này các miếng dán cường_lực có phong_phú như iphone không vậy,negative
giật do ổn_định video ấy khi tắt thì khả_năng chống rung sẽ giảm nhưng không bị giật,positive
anh có test thử xem sao nha,negative
